Location,parameter,value,unit,parameter,value ,unit ,parameter,value,unit,datetimeUtc,timezone
Heilbronn,co,700,µg/m3,no,33.9,µg/m3,no2,15.153,µg/m3,2023-03-22T19:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,19.1,µg/m3,no2,11.765,µg/m3,2023-03-22T20:00:00Z,Europe/Berlin
Heilbronn,co,700,µg/m3,no,14.3,µg/m3,no2,11.195,µg/m3,2023-03-22T21:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,16.3,µg/m3,no2,10.93,µg/m3,2023-03-22T22:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,20.6,µg/m3,no2,9.905,µg/m3,2023-03-22T23:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,25.2,µg/m3,no2,17.59,µg/m3,2023-03-23T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,19.2,µg/m3,no2,36.829,µg/m3,2023-03-24T01:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,52.6,µg/m3,no2,55.663,µg/m3,2023-03-24T02:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,35.4,µg/m3,no2,51.765,µg/m3,2023-03-24T03:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,41.1,µg/m3,no2,36.079,µg/m3,2023-03-24T04:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,37.6,µg/m3,no2,32.65,µg/m3,2023-03-24T05:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,16.7,µg/m3,no2,32.179,µg/m3,2023-03-24T06:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,19.9,µg/m3,no2,33.989,µg/m3,2023-03-24T07:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,22.9,µg/m3,no2,24.61,µg/m3,2023-03-24T08:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,3.6,µg/m3,no2,48.2,µg/m3,2023-03-24T09:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,0.6,µg/m3,no2,45.211,µg/m3,2023-03-24T10:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,1.5,µg/m3,no2,43.839,µg/m3,2023-03-24T11:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,16.2,µg/m3,no2,35.625,µg/m3,2023-03-24T12:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,38.9,µg/m3,no2,37.562,µg/m3,2023-03-24T13:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,43.1,µg/m3,no2,36.967,µg/m3,2023-03-24T14:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,114.2,µg/m3,no2,23.991,µg/m3,2023-03-24T15:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,109.7,µg/m3,no2,19.014,µg/m3,2023-03-24T16:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,43.1,µg/m3,no2,23.945,µg/m3,2023-03-24T17:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,33.6,µg/m3,no2,15.411,µg/m3,2023-03-24T18:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,40.6,µg/m3,no2,9.278,µg/m3,2023-03-24T19:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,49.1,µg/m3,no2,6.274,µg/m3,2023-03-24T20:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,48.2,µg/m3,no2,8.716,µg/m3,2023-03-24T21:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,43.4,µg/m3,no2,6.093,µg/m3,2023-03-24T22:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,47.3,µg/m3,no2,7.664,µg/m3,2023-03-24T23:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,45.4,µg/m3,no2,10.395,µg/m3,2023-03-25T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,51.6,µg/m3,no2,11.972,µg/m3,2023-03-25T01:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,39.4,µg/m3,no2,19.588,µg/m3,2023-03-25T02:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,32.7,µg/m3,no2,25.091,µg/m3,2023-03-25T03:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,10.1,µg/m3,no2,23.268,µg/m3,2023-03-25T04:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,5.4,µg/m3,no2,19.561,µg/m3,2023-03-25T05:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,3.5,µg/m3,no2,22.202,µg/m3,2023-03-25T06:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,8.3,µg/m3,no2,21.672,µg/m3,2023-03-25T07:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,10.5,µg/m3,no2,24.835,µg/m3,2023-03-25T08:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,15.4,µg/m3,no2,19.787,µg/m3,2023-03-25T09:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,17.6,µg/m3,no2,26.627,µg/m3,2023-03-25T10:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,19.4,µg/m3,no2,29.46,µg/m3,2023-03-25T11:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,23,µg/m3,no2,41.253,µg/m3,2023-03-25T12:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,22.2,µg/m3,no2,20.735,µg/m3,2023-03-25T13:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,18.4,µg/m3,no2,27.177,µg/m3,2023-03-25T14:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,17.9,µg/m3,no2,34.17,µg/m3,2023-03-25T15:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,29,µg/m3,no2,30.223,µg/m3,2023-03-25T16:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,18.7,µg/m3,no2,13.693,µg/m3,2023-03-25T17:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,12.1,µg/m3,no2,18.8,µg/m3,2023-03-25T18:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,11.3,µg/m3,no2,19.31,µg/m3,2023-03-25T19:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,18.4,µg/m3,no2,18.745,µg/m3,2023-03-25T20:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,8.3,µg/m3,no2,10.994,µg/m3,2023-03-25T21:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,12.6,µg/m3,no2,11.731,µg/m3,2023-03-25T22:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,35.8,µg/m3,no2,13.138,µg/m3,2023-03-25T23:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,60.9,µg/m3,no2,11.908,µg/m3,2023-03-26T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,19.1,µg/m3,no2,18.317,µg/m3,2023-03-26T01:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,8.4,µg/m3,no2,15.274,µg/m3,2023-03-26T02:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,4.3,µg/m3,no2,19.382,µg/m3,2023-03-26T03:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,2.9,µg/m3,no2,23.699,µg/m3,2023-03-26T05:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,2.7,µg/m3,no2,20.768,µg/m3,2023-03-26T06:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,9.3,µg/m3,no2,17.981,µg/m3,2023-03-26T07:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,6.2,µg/m3,no2,14.681,µg/m3,2023-03-26T08:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,4.4,µg/m3,no2,20.782,µg/m3,2023-03-26T09:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,5.3,µg/m3,no2,27.453,µg/m3,2023-03-26T10:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,5.4,µg/m3,no2,27.575,µg/m3,2023-03-26T11:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,6.3,µg/m3,no2,19.44,µg/m3,2023-03-26T12:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,5.4,µg/m3,no2,25.186,µg/m3,2023-03-26T13:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,6.2,µg/m3,no2,20.08,µg/m3,2023-03-26T14:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,9.1,µg/m3,no2,25.495,µg/m3,2023-03-26T15:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,6.6,µg/m3,no2,22.326,µg/m3,2023-03-26T16:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,5.1,µg/m3,no2,20.354,µg/m3,2023-03-26T17:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,24.2,µg/m3,no2,23.161,µg/m3,2023-03-26T18:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,21.4,µg/m3,no2,11.81,µg/m3,2023-03-26T19:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,4.9,µg/m3,no2,8.728,µg/m3,2023-03-26T20:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,18.8,µg/m3,no2,9.617,µg/m3,2023-03-26T21:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,27,µg/m3,no2,6.388,µg/m3,2023-03-26T22:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,35,µg/m3,no2,11.1,µg/m3,2023-03-26T23:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,27.2,µg/m3,no2,18.404,µg/m3,2023-03-27T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,4,µg/m3,no2,26.584,µg/m3,2023-03-27T01:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,1.1,µg/m3,no2,29.765,µg/m3,2023-03-27T02:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,0.5,µg/m3,no2,20.673,µg/m3,2023-03-27T03:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,4.8,µg/m3,no2,14.101,µg/m3,2023-03-27T04:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,5.5,µg/m3,no2,17.143,µg/m3,2023-03-27T05:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,28.6,µg/m3,no2,26.398,µg/m3,2023-03-27T06:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,64.5,µg/m3,no2,23.554,µg/m3,2023-03-27T07:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,57.1,µg/m3,no2,24.563,µg/m3,2023-03-27T08:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,48.9,µg/m3,no2,38.827,µg/m3,2023-03-27T09:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,40.7,µg/m3,no2,42.103,µg/m3,2023-03-27T10:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,2,µg/m3,no2,46.104,µg/m3,2023-03-27T11:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,2.1,µg/m3,no2,42.658,µg/m3,2023-03-27T12:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,10,µg/m3,no2,38.135,µg/m3,2023-03-27T13:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,37.8,µg/m3,no2,41.962,µg/m3,2023-03-27T14:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,78,µg/m3,no2,40.134,µg/m3,2023-03-27T15:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,75.5,µg/m3,no2,41.134,µg/m3,2023-03-27T16:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,83.1,µg/m3,no2,54.374,µg/m3,2023-03-27T17:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,51.9,µg/m3,no2,37.621,µg/m3,2023-03-27T18:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,34.6,µg/m3,no2,22.454,µg/m3,2023-03-27T19:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,38,µg/m3,no2,32.491,µg/m3,2023-03-27T20:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,30,µg/m3,no2,28.757,µg/m3,2023-03-27T21:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,13.8,µg/m3,no2,21.564,µg/m3,2023-03-27T22:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,19,µg/m3,no2,54.116,µg/m3,2023-03-27T23:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,34.1,µg/m3,no2,58.707,µg/m3,2023-03-28T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,43.3,µg/m3,no2,65.582,µg/m3,2023-03-28T01:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,38.3,µg/m3,no2,49.762,µg/m3,2023-03-28T02:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,38.8,µg/m3,no2,37.067,µg/m3,2023-03-28T03:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,36.4,µg/m3,no2,36.863,µg/m3,2023-03-28T04:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,24.5,µg/m3,no2,31.385,µg/m3,2023-03-28T05:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,31.3,µg/m3,no2,34.522,µg/m3,2023-03-28T06:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,19.3,µg/m3,no2,36.682,µg/m3,2023-03-28T07:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,2.3,µg/m3,no2,41.994,µg/m3,2023-03-28T08:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,1.3,µg/m3,no2,47.903,µg/m3,2023-03-28T09:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,1.2,µg/m3,no2,47.682,µg/m3,2023-03-28T10:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,8.1,µg/m3,no2,42.279,µg/m3,2023-03-28T11:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,14.2,µg/m3,no2,47.923,µg/m3,2023-03-28T12:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,27.4,µg/m3,no2,58.145,µg/m3,2023-03-28T13:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,62,µg/m3,no2,44.205,µg/m3,2023-03-28T14:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,69.7,µg/m3,no2,46.284,µg/m3,2023-03-28T15:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,30.7,µg/m3,no2,28.332,µg/m3,2023-03-28T16:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,39.8,µg/m3,no2,25.005,µg/m3,2023-03-28T17:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,34.2,µg/m3,no2,17.576,µg/m3,2023-03-28T18:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,43.5,µg/m3,no2,8.032,µg/m3,2023-03-28T19:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,29.3,µg/m3,no2,8.208,µg/m3,2023-03-28T20:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,24.1,µg/m3,no2,10.293,µg/m3,2023-03-28T21:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,29.2,µg/m3,no2,33.057,µg/m3,2023-03-28T22:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,48.9,µg/m3,no2,49.301,µg/m3,2023-03-28T23:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,45.2,µg/m3,no2,71.516,µg/m3,2023-03-29T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,31.7,µg/m3,no2,76.74,µg/m3,2023-03-29T01:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,24.9,µg/m3,no2,59.988,µg/m3,2023-03-29T02:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,24.2,µg/m3,no2,59.098,µg/m3,2023-03-29T03:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,18.9,µg/m3,no2,51.712,µg/m3,2023-03-29T04:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,20.9,µg/m3,no2,48.465,µg/m3,2023-03-29T05:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,1.8,µg/m3,no2,42.039,µg/m3,2023-03-29T06:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,0.8,µg/m3,no2,40.288,µg/m3,2023-03-29T07:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,1.1,µg/m3,no2,47.961,µg/m3,2023-03-29T08:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,9.7,µg/m3,no2,43.486,µg/m3,2023-03-29T09:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,24,µg/m3,no2,56.033,µg/m3,2023-03-29T10:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,44,µg/m3,no2,48.571,µg/m3,2023-03-29T11:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,73.4,µg/m3,no2,48.816,µg/m3,2023-03-29T12:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,71.4,µg/m3,no2,42.425,µg/m3,2023-03-29T13:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,45.3,µg/m3,no2,55.775,µg/m3,2023-03-29T14:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,37.1,µg/m3,no2,58.179,µg/m3,2023-03-29T15:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,36.9,µg/m3,no2,46.37,µg/m3,2023-03-29T16:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,40.2,µg/m3,no2,17.779,µg/m3,2023-03-29T17:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,45.7,µg/m3,no2,27.902,µg/m3,2023-03-29T18:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,52.4,µg/m3,no2,42.2,µg/m3,2023-03-29T19:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,38.5,µg/m3,no2,10.584,µg/m3,2023-03-29T20:00:00Z,Europe/Berlin
Heilbronn,co,700,µg/m3,no,31.2,µg/m3,no2,7.759,µg/m3,2023-03-29T21:00:00Z,Europe/Berlin
Heilbronn,co,700,µg/m3,no,28.9,µg/m3,no2,19.669,µg/m3,2023-03-29T22:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,22.8,µg/m3,no2,35.433,µg/m3,2023-03-29T23:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,28.6,µg/m3,no2,43.892,µg/m3,2023-03-30T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,37.8,µg/m3,no2,60.767,µg/m3,2023-03-30T01:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,4.5,µg/m3,no2,50.836,µg/m3,2023-03-30T02:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,1.7,µg/m3,no2,46.999,µg/m3,2023-03-30T03:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,0.5,µg/m3,no2,40.12,µg/m3,2023-03-30T04:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,24.7,µg/m3,no2,48.492,µg/m3,2023-03-30T05:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,32,µg/m3,no2,40.576,µg/m3,2023-03-30T06:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,59.9,µg/m3,no2,36.275,µg/m3,2023-03-30T07:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,47.2,µg/m3,no2,36.72,µg/m3,2023-03-30T08:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,27.1,µg/m3,no2,27.325,µg/m3,2023-03-30T09:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,24.1,µg/m3,no2,29.104,µg/m3,2023-03-30T10:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,32,µg/m3,no2,28.249,µg/m3,2023-03-30T11:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,40.7,µg/m3,no2,29.835,µg/m3,2023-03-30T12:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,16.8,µg/m3,no2,22.56,µg/m3,2023-03-30T13:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,16.5,µg/m3,no2,24.331,µg/m3,2023-03-30T14:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,24.7,µg/m3,no2,27.612,µg/m3,2023-03-30T15:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,17.6,µg/m3,no2,36.986,µg/m3,2023-03-30T16:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,15.6,µg/m3,no2,17.969,µg/m3,2023-03-30T17:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,10,µg/m3,no2,11.109,µg/m3,2023-03-30T18:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,8.7,µg/m3,no2,13.201,µg/m3,2023-03-30T19:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,14.9,µg/m3,no2,10.481,µg/m3,2023-03-30T20:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,7.2,µg/m3,no2,29.704,µg/m3,2023-03-30T21:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,2.5,µg/m3,no2,29.535,µg/m3,2023-03-30T22:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,4,µg/m3,no2,53.277,µg/m3,2023-03-30T23:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,1.8,µg/m3,no2,47.558,µg/m3,2023-03-31T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,5.3,µg/m3,no2,32.298,µg/m3,2023-03-31T02:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,12.2,µg/m3,no2,32.452,µg/m3,2023-03-31T03:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,8.2,µg/m3,no2,24.504,µg/m3,2023-03-31T04:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,5.1,µg/m3,no2,18.808,µg/m3,2023-03-31T05:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,12,µg/m3,no2,21.963,µg/m3,2023-03-31T06:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,15.7,µg/m3,no2,22.389,µg/m3,2023-03-31T07:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,12,µg/m3,no2,21.723,µg/m3,2023-03-31T08:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,17.3,µg/m3,no2,26.946,µg/m3,2023-03-31T09:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,18.4,µg/m3,no2,30.821,µg/m3,2023-03-31T10:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,25.5,µg/m3,no2,33.657,µg/m3,2023-03-31T11:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,15.7,µg/m3,no2,24.787,µg/m3,2023-03-31T12:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,13.6,µg/m3,no2,23.864,µg/m3,2023-03-31T13:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,18.3,µg/m3,no2,19.797,µg/m3,2023-03-31T14:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,18.1,µg/m3,no2,27.265,µg/m3,2023-03-31T15:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,24.8,µg/m3,no2,20.991,µg/m3,2023-03-31T16:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,41.2,µg/m3,no2,18.661,µg/m3,2023-03-31T17:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,59.8,µg/m3,no2,13.406,µg/m3,2023-03-31T18:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,50.6,µg/m3,no2,5.489,µg/m3,2023-03-31T19:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,33.5,µg/m3,no2,4.617,µg/m3,2023-03-31T20:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,33,µg/m3,no2,3.168,µg/m3,2023-03-31T21:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,12.3,µg/m3,no2,4.608,µg/m3,2023-03-31T22:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,5.2,µg/m3,no2,8.705,µg/m3,2023-03-31T23:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,4,µg/m3,no2,12.223,µg/m3,2023-04-01T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,6.8,µg/m3,no2,12.278,µg/m3,2023-04-01T01:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,5.7,µg/m3,no2,14.405,µg/m3,2023-04-01T02:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,8.9,µg/m3,no2,13.795,µg/m3,2023-04-01T03:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,3.7,µg/m3,no2,15.773,µg/m3,2023-04-01T04:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,6.2,µg/m3,no2,20.529,µg/m3,2023-04-01T05:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,6.9,µg/m3,no2,19.801,µg/m3,2023-04-01T06:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,6.9,µg/m3,no2,18.955,µg/m3,2023-04-01T07:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,9.3,µg/m3,no2,18.885,µg/m3,2023-04-01T08:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,8.1,µg/m3,no2,15.777,µg/m3,2023-04-01T09:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,7.3,µg/m3,no2,19.732,µg/m3,2023-04-01T10:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,8.7,µg/m3,no2,22.453,µg/m3,2023-04-01T11:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,6,µg/m3,no2,29.962,µg/m3,2023-04-01T12:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,4.7,µg/m3,no2,22.126,µg/m3,2023-04-01T13:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,7.5,µg/m3,no2,29.25,µg/m3,2023-04-01T14:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,8.4,µg/m3,no2,35.063,µg/m3,2023-04-01T15:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,16,µg/m3,no2,22.777,µg/m3,2023-04-01T16:00:00Z,Europe/Berlin
